,miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez Gene ID),Species (Target Gene),Experiments,Support Type,References (PMID)
332566,MIRT627147,hsa-miR-1307-3p,Homo sapiens,HS3ST1,9957,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332567,MIRT627148,hsa-miR-6075,Homo sapiens,HS3ST1,9957,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332568,MIRT627148,hsa-miR-6075,Homo sapiens,HS3ST1,9957,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
332569,MIRT627149,hsa-miR-5693,Homo sapiens,HS3ST1,9957,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332786,MIRT627339,hsa-miR-4423-5p,Homo sapiens,TSHZ2,128553,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332787,MIRT627340,hsa-miR-6501-5p,Homo sapiens,TSHZ2,128553,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332788,MIRT627341,hsa-miR-891a-3p,Homo sapiens,TSHZ2,128553,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332789,MIRT627342,hsa-miR-143-5p,Homo sapiens,TSHZ2,128553,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332790,MIRT627343,hsa-miR-5698,Homo sapiens,TSHZ2,128553,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332791,MIRT627344,hsa-miR-4430,Homo sapiens,TSHZ2,128553,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332792,MIRT627345,hsa-miR-3652,Homo sapiens,TSHZ2,128553,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332793,MIRT627346,hsa-miR-593-5p,Homo sapiens,TSHZ2,128553,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332794,MIRT627347,hsa-miR-122-5p,Homo sapiens,TSHZ2,128553,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332795,MIRT627348,hsa-miR-504-3p,Homo sapiens,TSHZ2,128553,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332796,MIRT627349,hsa-miR-3135b,Homo sapiens,TSHZ2,128553,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332797,MIRT627350,hsa-miR-6499-3p,Homo sapiens,TSHZ2,128553,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332798,MIRT627351,hsa-miR-767-5p,Homo sapiens,TSHZ2,128553,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332799,MIRT627352,hsa-miR-367-5p,Homo sapiens,TSHZ2,128553,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332800,MIRT627353,hsa-miR-1267,Homo sapiens,TSHZ2,128553,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332801,MIRT627354,hsa-miR-6787-3p,Homo sapiens,TSHZ2,128553,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332802,MIRT627355,hsa-miR-5693,Homo sapiens,TSHZ2,128553,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332803,MIRT627356,hsa-miR-6736-3p,Homo sapiens,TSHZ2,128553,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332971,MIRT627501,hsa-miR-616-5p,Homo sapiens,STK17B,9262,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332972,MIRT627502,hsa-miR-373-5p,Homo sapiens,STK17B,9262,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332973,MIRT627503,hsa-miR-371b-5p,Homo sapiens,STK17B,9262,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
333053,MIRT627568,hsa-miR-6809-3p,Homo sapiens,SLC5A12,159963,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
333054,MIRT627569,hsa-miR-6833-3p,Homo sapiens,SLC5A12,159963,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
333055,MIRT627570,hsa-miR-4768-5p,Homo sapiens,SLC5A12,159963,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
333056,MIRT627571,hsa-miR-627-3p,Homo sapiens,SLC5A12,159963,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
333206,MIRT627708,hsa-miR-587,Homo sapiens,RCAN1,1827,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
333207,MIRT627709,hsa-miR-6792-3p,Homo sapiens,RCAN1,1827,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
333208,MIRT627710,hsa-miR-4691-5p,Homo sapiens,RCAN1,1827,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
333209,MIRT627711,hsa-miR-6883-3p,Homo sapiens,RCAN1,1827,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
333210,MIRT627712,hsa-miR-519d-5p,Homo sapiens,RCAN1,1827,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
333211,MIRT627713,hsa-miR-454-5p,Homo sapiens,RCAN1,1827,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
333212,MIRT627714,hsa-miR-8063,Homo sapiens,RCAN1,1827,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
333213,MIRT627715,hsa-miR-7151-5p,Homo sapiens,RCAN1,1827,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
333214,MIRT627716,hsa-miR-605-5p,Homo sapiens,RCAN1,1827,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
333215,MIRT627717,hsa-miR-4668-3p,Homo sapiens,RCAN1,1827,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
333513,MIRT627975,hsa-miR-1298-5p,Homo sapiens,NEURL1B,54492,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
333514,MIRT627976,hsa-miR-377-3p,Homo sapiens,NEURL1B,54492,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
333515,MIRT627977,hsa-miR-6853-3p,Homo sapiens,NEURL1B,54492,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
333547,MIRT628007,hsa-miR-4668-5p,Homo sapiens,MEF2C,4208,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
333548,MIRT628008,hsa-miR-7844-5p,Homo sapiens,MEF2C,4208,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
333549,MIRT628009,hsa-miR-548x-3p,Homo sapiens,MEF2C,4208,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
333550,MIRT628010,hsa-miR-548j-3p,Homo sapiens,MEF2C,4208,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
333551,MIRT628011,hsa-miR-548aq-3p,Homo sapiens,MEF2C,4208,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
333552,MIRT628012,hsa-miR-548am-3p,Homo sapiens,MEF2C,4208,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
333553,MIRT628013,hsa-miR-548aj-3p,Homo sapiens,MEF2C,4208,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
333554,MIRT628014,hsa-miR-548ah-3p,Homo sapiens,MEF2C,4208,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
333555,MIRT628015,hsa-miR-548ae-3p,Homo sapiens,MEF2C,4208,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
333773,MIRT628174,hsa-miR-1228-3p,Homo sapiens,GRIK3,2899,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
333774,MIRT628175,hsa-miR-586,Homo sapiens,GRIK3,2899,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
334512,MIRT628767,hsa-miR-216a-5p,Homo sapiens,SRSF7,6432,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
334904,MIRT629106,hsa-miR-3941,Homo sapiens,EGR3,1960,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
334905,MIRT629107,hsa-miR-362-3p,Homo sapiens,EGR3,1960,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
334906,MIRT629108,hsa-miR-329-3p,Homo sapiens,EGR3,1960,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
334974,MIRT629166,hsa-miR-6878-3p,Homo sapiens,CNKSR3,154043,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
334975,MIRT629167,hsa-miR-6744-3p,Homo sapiens,CNKSR3,154043,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
334976,MIRT629168,hsa-miR-4757-5p,Homo sapiens,CNKSR3,154043,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
334977,MIRT629169,hsa-miR-212-5p,Homo sapiens,CNKSR3,154043,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
334978,MIRT629170,hsa-miR-1224-3p,Homo sapiens,CNKSR3,154043,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
334979,MIRT629171,hsa-miR-6513-3p,Homo sapiens,CNKSR3,154043,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
334980,MIRT629172,hsa-miR-8062,Homo sapiens,CNKSR3,154043,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
334981,MIRT629173,hsa-miR-6813-3p,Homo sapiens,CNKSR3,154043,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335081,MIRT629270,hsa-miR-7150,Homo sapiens,CD84,8832,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335082,MIRT629271,hsa-miR-4736,Homo sapiens,CD84,8832,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335083,MIRT629272,hsa-miR-4763-3p,Homo sapiens,CD84,8832,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335084,MIRT629273,hsa-miR-1207-5p,Homo sapiens,CD84,8832,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335085,MIRT629274,hsa-miR-4695-3p,Homo sapiens,CD84,8832,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335086,MIRT629275,hsa-miR-6787-3p,Homo sapiens,CD84,8832,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335087,MIRT629276,hsa-miR-6736-3p,Homo sapiens,CD84,8832,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335316,MIRT629476,hsa-miR-603,Homo sapiens,KIF13A,63971,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335550,MIRT629675,hsa-miR-4713-5p,Homo sapiens,MYO1F,4542,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335551,MIRT629676,hsa-miR-4284,Homo sapiens,MYO1F,4542,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335552,MIRT629677,hsa-miR-4638-5p,Homo sapiens,MYO1F,4542,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335553,MIRT629678,hsa-miR-2116-3p,Homo sapiens,MYO1F,4542,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335554,MIRT629679,hsa-miR-6741-3p,Homo sapiens,MYO1F,4542,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335601,MIRT629726,hsa-miR-6513-5p,Homo sapiens,SCD5,79966,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335602,MIRT629727,hsa-miR-887-5p,Homo sapiens,SCD5,79966,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335603,MIRT629728,hsa-miR-3913-5p,Homo sapiens,SCD5,79966,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335604,MIRT629729,hsa-miR-3122,Homo sapiens,SCD5,79966,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335605,MIRT629730,hsa-miR-450a-1-3p,Homo sapiens,SCD5,79966,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335606,MIRT629731,hsa-miR-6780a-5p,Homo sapiens,SCD5,79966,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335607,MIRT629732,hsa-miR-6779-5p,Homo sapiens,SCD5,79966,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335608,MIRT629733,hsa-miR-3689c,Homo sapiens,SCD5,79966,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335609,MIRT629734,hsa-miR-3689b-3p,Homo sapiens,SCD5,79966,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335610,MIRT629735,hsa-miR-3689a-3p,Homo sapiens,SCD5,79966,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335611,MIRT629736,hsa-miR-30b-3p,Homo sapiens,SCD5,79966,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335612,MIRT629737,hsa-miR-1273h-5p,Homo sapiens,SCD5,79966,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335613,MIRT629738,hsa-miR-6788-5p,Homo sapiens,SCD5,79966,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335614,MIRT629739,hsa-miR-30c-2-3p,Homo sapiens,SCD5,79966,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335615,MIRT629740,hsa-miR-30c-1-3p,Homo sapiens,SCD5,79966,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335616,MIRT629741,hsa-miR-7977,Homo sapiens,SCD5,79966,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335617,MIRT629742,hsa-miR-6799-5p,Homo sapiens,SCD5,79966,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335618,MIRT629743,hsa-miR-6883-5p,Homo sapiens,SCD5,79966,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335619,MIRT629744,hsa-miR-6785-5p,Homo sapiens,SCD5,79966,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335620,MIRT629745,hsa-miR-4728-5p,Homo sapiens,SCD5,79966,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335621,MIRT629746,hsa-miR-149-3p,Homo sapiens,SCD5,79966,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335622,MIRT629747,hsa-miR-7106-5p,Homo sapiens,SCD5,79966,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335623,MIRT629748,hsa-miR-24-3p,Homo sapiens,SCD5,79966,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335624,MIRT629749,hsa-miR-4284,Homo sapiens,SCD5,79966,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335625,MIRT629750,hsa-miR-9-5p,Homo sapiens,SCD5,79966,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
335626,MIRT629751,hsa-miR-4267,Homo sapiens,SCD5,79966,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
336667,MIRT630666,hsa-miR-376a-5p,Homo sapiens,PDIA6,10130,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
336668,MIRT630667,hsa-miR-145-3p,Homo sapiens,PDIA6,10130,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
336816,MIRT630797,hsa-miR-3655,Homo sapiens,FAM46A,55603,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
337005,MIRT630975,hsa-miR-335-3p,Homo sapiens,ARL4C,10123,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
337006,MIRT630976,hsa-miR-4766-5p,Homo sapiens,ARL4C,10123,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
337007,MIRT630977,hsa-miR-654-3p,Homo sapiens,ARL4C,10123,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
337008,MIRT630978,hsa-miR-96-3p,Homo sapiens,ARL4C,10123,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
337009,MIRT630979,hsa-miR-561-3p,Homo sapiens,ARL4C,10123,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
337678,MIRT631631,hsa-miR-6848-3p,Homo sapiens,WDR91,29062,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
337679,MIRT631631,hsa-miR-6848-3p,Homo sapiens,WDR91,29062,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
337680,MIRT631632,hsa-miR-6843-3p,Homo sapiens,WDR91,29062,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
337681,MIRT631632,hsa-miR-6843-3p,Homo sapiens,WDR91,29062,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
337682,MIRT631633,hsa-miR-3187-3p,Homo sapiens,WDR91,29062,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
337683,MIRT631633,hsa-miR-3187-3p,Homo sapiens,WDR91,29062,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
337684,MIRT631634,hsa-miR-4435,Homo sapiens,WDR91,29062,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
337685,MIRT631634,hsa-miR-4435,Homo sapiens,WDR91,29062,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
337686,MIRT631635,hsa-miR-588,Homo sapiens,WDR91,29062,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
337687,MIRT631635,hsa-miR-588,Homo sapiens,WDR91,29062,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
337688,MIRT631636,hsa-miR-4701-5p,Homo sapiens,WDR91,29062,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
337689,MIRT631636,hsa-miR-4701-5p,Homo sapiens,WDR91,29062,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
337690,MIRT631637,hsa-miR-548s,Homo sapiens,WDR91,29062,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
337691,MIRT631637,hsa-miR-548s,Homo sapiens,WDR91,29062,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
337692,MIRT631638,hsa-miR-514b-5p,Homo sapiens,WDR91,29062,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
337693,MIRT631638,hsa-miR-514b-5p,Homo sapiens,WDR91,29062,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
337694,MIRT631639,hsa-miR-513c-5p,Homo sapiens,WDR91,29062,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
337695,MIRT631639,hsa-miR-513c-5p,Homo sapiens,WDR91,29062,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
337696,MIRT631640,hsa-miR-4755-3p,Homo sapiens,WDR91,29062,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
337697,MIRT631640,hsa-miR-4755-3p,Homo sapiens,WDR91,29062,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
337698,MIRT631641,hsa-miR-6131,Homo sapiens,WDR91,29062,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
337699,MIRT631641,hsa-miR-6131,Homo sapiens,WDR91,29062,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
337700,MIRT631642,hsa-miR-3663-5p,Homo sapiens,WDR91,29062,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
337701,MIRT631642,hsa-miR-3663-5p,Homo sapiens,WDR91,29062,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
337702,MIRT631643,hsa-miR-3653-5p,Homo sapiens,WDR91,29062,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
337703,MIRT631643,hsa-miR-3653-5p,Homo sapiens,WDR91,29062,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
337704,MIRT631644,hsa-miR-4781-3p,Homo sapiens,WDR91,29062,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
337705,MIRT631644,hsa-miR-4781-3p,Homo sapiens,WDR91,29062,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
338099,MIRT631988,hsa-miR-2276-3p,Homo sapiens,CDC14B,8555,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
338100,MIRT631989,hsa-miR-4638-5p,Homo sapiens,CDC14B,8555,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
338101,MIRT631990,hsa-miR-1307-3p,Homo sapiens,CDC14B,8555,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
338102,MIRT631991,hsa-miR-6741-3p,Homo sapiens,CDC14B,8555,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
338558,MIRT632386,hsa-miR-377-3p,Homo sapiens,SLITRK4,139065,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
338559,MIRT632387,hsa-miR-342-3p,Homo sapiens,SLITRK4,139065,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
338825,MIRT632640,hsa-miR-26b-3p,Homo sapiens,NEURL1B,54492,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
339117,MIRT632924,hsa-miR-6833-3p,Homo sapiens,FGF9,2254,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
339118,MIRT632925,hsa-miR-4768-5p,Homo sapiens,FGF9,2254,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
339119,MIRT632926,hsa-miR-6873-3p,Homo sapiens,FGF9,2254,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
339120,MIRT632927,hsa-miR-6881-3p,Homo sapiens,FGF9,2254,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
339121,MIRT632928,hsa-miR-433-3p,Homo sapiens,FGF9,2254,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
339122,MIRT632929,hsa-miR-6895-3p,Homo sapiens,FGF9,2254,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
339123,MIRT632930,hsa-miR-942-5p,Homo sapiens,FGF9,2254,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
339124,MIRT632931,hsa-miR-6817-3p,Homo sapiens,FGF9,2254,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
339125,MIRT632932,hsa-miR-7110-3p,Homo sapiens,FGF9,2254,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
339126,MIRT632933,hsa-miR-6845-3p,Homo sapiens,FGF9,2254,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
339127,MIRT632934,hsa-miR-4264,Homo sapiens,FGF9,2254,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
339128,MIRT632935,hsa-miR-877-3p,Homo sapiens,FGF9,2254,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
339129,MIRT632936,hsa-miR-622,Homo sapiens,FGF9,2254,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
339891,MIRT633666,hsa-miR-5193,Homo sapiens,MYO1F,4542,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
339892,MIRT633667,hsa-miR-1224-3p,Homo sapiens,MYO1F,4542,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
339893,MIRT633668,hsa-miR-1306-5p,Homo sapiens,MYO1F,4542,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
339921,MIRT633696,hsa-miR-498,Homo sapiens,LRRC8B,23507,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
339922,MIRT633697,hsa-miR-4284,Homo sapiens,LRRC8B,23507,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
339923,MIRT633698,hsa-miR-4772-3p,Homo sapiens,LRRC8B,23507,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
339924,MIRT633699,hsa-miR-4638-5p,Homo sapiens,LRRC8B,23507,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
339925,MIRT633700,hsa-miR-1307-3p,Homo sapiens,LRRC8B,23507,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
339926,MIRT633701,hsa-miR-7113-3p,Homo sapiens,LRRC8B,23507,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
339927,MIRT633702,hsa-miR-1304-3p,Homo sapiens,LRRC8B,23507,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
339928,MIRT633703,hsa-miR-6741-3p,Homo sapiens,LRRC8B,23507,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
339929,MIRT633704,hsa-miR-6791-5p,Homo sapiens,LRRC8B,23507,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
339930,MIRT633705,hsa-miR-4292,Homo sapiens,LRRC8B,23507,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
339931,MIRT633706,hsa-miR-6890-3p,Homo sapiens,LRRC8B,23507,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
339932,MIRT633707,hsa-miR-1306-5p,Homo sapiens,LRRC8B,23507,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
340644,MIRT634331,hsa-miR-5698,Homo sapiens,SGO1,151648,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
340645,MIRT634332,hsa-miR-891a-3p,Homo sapiens,SGO1,151648,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
340646,MIRT634333,hsa-miR-143-5p,Homo sapiens,SGO1,151648,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
340647,MIRT634334,hsa-miR-6879-3p,Homo sapiens,SGO1,151648,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
340648,MIRT634335,hsa-miR-4430,Homo sapiens,SGO1,151648,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
340649,MIRT634336,hsa-miR-3652,Homo sapiens,SGO1,151648,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
340650,MIRT634337,hsa-miR-593-5p,Homo sapiens,SGO1,151648,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
340651,MIRT634338,hsa-miR-122-5p,Homo sapiens,SGO1,151648,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
340652,MIRT634339,hsa-miR-504-3p,Homo sapiens,SGO1,151648,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
340653,MIRT634340,hsa-miR-3135b,Homo sapiens,SGO1,151648,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
340654,MIRT634341,hsa-miR-6499-3p,Homo sapiens,SGO1,151648,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
340655,MIRT634342,hsa-miR-767-5p,Homo sapiens,SGO1,151648,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
340656,MIRT634343,hsa-miR-215-3p,Homo sapiens,SGO1,151648,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
340657,MIRT634344,hsa-miR-6773-3p,Homo sapiens,SGO1,151648,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
340658,MIRT634345,hsa-miR-4638-5p,Homo sapiens,SGO1,151648,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
340659,MIRT634346,hsa-miR-1307-3p,Homo sapiens,SGO1,151648,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
340660,MIRT634347,hsa-miR-6741-3p,Homo sapiens,SGO1,151648,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
340661,MIRT634348,hsa-miR-500b-3p,Homo sapiens,SGO1,151648,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
340733,MIRT634405,hsa-miR-466,Homo sapiens,PLEKHA2,59339,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
340734,MIRT634406,hsa-miR-4672,Homo sapiens,PLEKHA2,59339,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
340735,MIRT634407,hsa-miR-3941,Homo sapiens,PLEKHA2,59339,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
